id,name,rating,address,city,latitude,longitude
594,taqueria-los-pericos-san-leandro,4.0,1389 E 14th St,      San Leandro,37.72,122.16
597,r-and-d-cafe-san-lorenzo,4.0,15813 Channel St,      San Lorenzo,37.68,122.14
598,munch-hayward,4.0,27560 Tampa Ave,      Hayward,37.63,122.08
600,yo-bowl-hayward,4.0,8 Southland Mall,      Hayward,37.65,122.10
601,yogurt-hill-hayward-4,4.0,1081 B St,      Hayward,37.67,122.08
8,factory-tea-bar-fremont-2,3.5,46461 Mission Blvd,      Fremont,37.49,121.93
9,super-cue-cafe-fremont,3.5,43743 Boscell Rd,      Fremont,37.50,121.97
10,milk-and-honey-cafe-fremont,3.5,34265 Fremont Blvd,      Fremont,37.58,122.04
12,taro-taro-dessert-and-tea-house-fremont,3.5,6018 Stevenson Blvd,      Fremont,37.52,121.99
13,i-tea-fremont-2,3.5,43421 Christy St,      Fremont,37.50,121.97
16,urbain-tea-fremont,3.5,1590 Washington Blvd,      Fremont,37.53,121.94
19,tea-six-fremont-2,3.5,34460 Fremont Blvd,      Fremont,37.58,122.04
21,tea-station-newark,3.5,39115 Cedar Blvd,      Newark,37.52,122.01
24,t4-tea-fremont-2,3.5,43430 Mission Blvd,      Fremont,37.53,121.92
25,boba-fitt-drinks-union-city,3.5,31877 Alvarado Blvd,      Union City,37.59,122.07
26,sweet-home-cafe-fremont-2,3.5,6068 Stevenson Blvd,      Fremont,37.52,121.99
29,t4-fremont-8,3.5,46132 Warm Springs Blvd,      Fremont,37.49,121.93
33,sharetea-union-city-3,3.5,34391 Alvarado Niles Rd,      Union City,37.59,122.02
36,caface-newark-2,3.5,6180 Jarvis Ave,      Newark,37.55,122.05
38,mr-green-bubble-union-city,3.5,1644 Decoto Rd,      Union City,37.59,122.02
41,joy-4-tea-union-city,3.5,32148 Alvarado Blvd,      Union City,37.59,122.07
43,icy-blue-fremont,3.5,43360 Mission Blvd,      Fremont,37.53,121.92
47,tapioca-express-union-city-2,3.5,1707 Decoto Rd,      Union City,37.59,122.02
58,plentea-san-francisco-san-francisco,3.5,341 Kearny St,      San Francisco,37.79,122.40
60,purple-kow-san-francisco-2,3.5,3620 Balboa St,      San Francisco,37.78,122.50
68,tpumps-san-francisco,3.5,1916 Irving St,      San Francisco,37.76,122.48
73,bubblecup-san-francisco-2,3.5,1900 Clement St,      San Francisco,37.78,122.48
76,i-tea-san-francisco-2,3.5,2150 Irving St,      San Francisco,37.76,122.48
78,sharetea-san-francisco-3,3.5,135 4th St,      San Francisco,37.78,122.40
79,mi-tea-san-francisco,3.5,645 Irving St,      San Francisco,37.76,122.47
80,bb-tea-station-san-francisco-3,3.5,1314 Noriega St,      San Francisco,37.75,122.48
81,tea-fm-san-francisco-3,3.5,1353 Taraval St,      San Francisco,37.74,122.48
83,mr-and-mrs-tea-house-san-francisco,3.5,544 Clement,      San Francisco,37.78,122.47
84,e-tea-san-francisco,3.5,5344 Geary Blvd,      San Francisco,37.78,122.48
85,gosu-san-francisco,3.5,1014 Clement St,      San Francisco,37.78,122.47
87,cuppa-san-francisco,3.5,2810 Diamond St,      San Francisco,37.73,122.43
90,cool-tea-bar-san-francisco-4,3.5,103 Waverly Pl,      San Francisco,37.79,122.41
94,sweethut-san-francisco,3.5,519 Clement St,      San Francisco,37.78,122.46
95,frostea-daly-city-2,3.5,6178 Mission St,      Daly City,37.71,122.46
96,teaone-san-francisco-5,3.5,5336 Geary Blvd,      San Francisco,37.78,122.48
98,honey-creme-and-tea-san-francisco,3.5,839 Irving St,      San Francisco,37.76,122.47
101,mr-green-bubble-oakland,3.5,4299 Piedmont Ave,      Oakland,37.83,122.25
113,sharetea-alameda-4,3.5,2670 5th St,      Alameda,37.79,122.28
114,purple-kow-berkeley-2,3.5,2164 Center St,      Berkeley,37.87,122.27
115,teaway-alameda,3.5,2402 Central Ave,      Alameda,37.76,122.24
117,sweetheart-cafe-oakland,3.5,315 9th St,      Oakland,37.80,122.27
122,50-tea-oakland,3.5,1004 Webster St,      Oakland,37.80,122.27
126,t4-alameda-2,3.5,1431 A Park St,      Alameda,37.77,122.24
127,teazzert-alameda,3.5,1342 Park St,      Alameda,37.76,122.24
134,quickly-oakland-5,3.5,3306 Lakeshore Ave,      Oakland,37.81,122.24
136,shooting-star-cafe-oakland,3.5,1022 Webster St,      Oakland,37.80,122.27
145,boba-bar-san-jose-3,3.5,310 S 3rd St,      San Jose,37.33,121.88
151,the-tea-zone-and-fruit-bar-san-jose,3.5,980 S Winchester Blvd,      San Jose,37.31,121.95
164,pure-tea-bar-san-jose,3.5,6195 Santa Teresa Blvd,      San Jose,37.24,121.80
167,fantasia-coffee-and-tea-san-jose-4,3.5,378 Santana Row,      San Jose,37.32,121.95
168,monster-boba-cupertino-3,3.5,10787 S Blaney Ave,      Cupertino,37.31,122.02
169,teasociety-san-jose,3.5,1658 E Capitol Expy,      San Jose,37.31,121.81
172,gong-cha-san-jose-19,3.5,1701 Lundy Ave,      San Jose,37.39,121.89
174,sharetea-san-jose-3,3.5,1728 Hostetter Rd,      San Jose,37.39,121.88
175,gong-cha-san-jose-8,3.5,1600 Saratoga Ave,      San Jose,37.29,121.99
179,the-moo-bar-santa-clara,3.5,1080 Kiely Blvd,      Santa Clara,37.35,121.98
181,purple-kow-san-jose-4,3.5,2435 S King Rd,      San Jose,37.32,121.83
183,yobelle-napa-2,3.5,1000 Main St,      Napa,38.30,122.29
186,crave-cafe-and-catering-american-canyon,3.5,3419 Broadway St,      American Canyon,38.17,122.25
188,top-that-frozen-yogurt-sonoma,3.5,531 Broadway Ave,      Sonoma,38.29,122.46
192,green-bamboo-restaurant-fairfield,3.5,4437 Central Pl,      Fairfield,38.22,122.13
193,thai-kitchen-american-canyon,3.5,3425 Broadway St,      American Canyon,38.17,122.25
198,aroma-tapioca-tea-and-coffee-pleasanton,3.5,4833 Hopyard Rd,      Pleasanton,37.69,121.90
200,t4-dublin,3.5,3744 Fallon Rd,      Dublin,37.70,121.85
204,cafe-tapioca-dublin,3.5,7160 Regional St,      Dublin,37.70,121.93
205,quickly-pleasanton,3.5,1 Stoneridge Mall Rd,      Pleasanton,37.70,121.93
209,t4-san-ramon-2,3.5,9140 Alcosta Blvd,      San Ramon,37.73,121.93
211,snowflake-dublin,3.5,4288 Dublin Blvd,      Dublin,37.70,121.88
219,99-ranch-market-pleasanton,3.5,4299 Rosewood Dr,      Pleasanton,37.70,121.87
227,koi-palace-dublin,3.5,Ulferts Ctr,      Dublin,37.70,121.88
231,lees-sandwiches-dublin-2,3.5,4101 Dublin Blvd,      Dublin,37.71,121.87
237,pho-saigon-garden-dublin,3.5,7265 Regional St,      Dublin,37.71,121.93
238,pho-saigon-noodle-house-san-ramon,3.5,9150 Alcosta Blvd,      San Ramon,37.73,121.93
239,85-c-bakery-cafe-newark,3.5,35201 Newark Blvd,      Newark,37.55,122.05
240,blackball-desserts-union-city-union-city,3.5,34563 Alvarado Niles Rd,      Union City,37.59,122.02
247,bambu-newark-2,3.5,6058 Mowry Ave,      Newark,37.52,122.01
248,bambu-union-city-2,3.5,31812-31822 Alvarado Blvd,      Union City,37.59,122.07
253,milkcow-fremont-2,3.5,5657 Auto Mall Pkwy,      Fremont,37.50,121.98
256,t4-hayward-3,3.5,1033 B St,      Hayward,37.67,122.08
258,teaster-hayward-2,3.5,410 W A St,      Hayward,37.67,122.11
264,tpumps-cupertino,3.5,19959 Stevens Creek Blvd,      Cupertino,37.32,122.02
265,super-cue-cafe-cupertino,3.5,19620 Stevens Creek Blvd,      Cupertino,37.32,122.02
269,hechaa-cupertino-4,3.5,10619 S De Anza Blvd,      Cupertino,37.31,122.03
272,what8ver-express-cupertino-2,3.5,10118 Bandley Dr,      Cupertino,37.32,122.03
274,cafe-lattea-cupertino,3.5,19501 Stevens Creek Blvd,      Cupertino,37.32,122.01
278,verde-tea-house-cupertino-2,3.5,10477 S De Anza Blvd,      Cupertino,37.32,122.03
283,teaspoon-mountain-view,3.5,236 Castro St,      Mountain View,37.39,122.08
285,verde-tea-cafe-mountain-view,3.5,852 Villa St,      Mountain View,37.39,122.08
286,teafans-sunnyvale,3.5,927 E Arques Ave,      Sunnyvale,37.38,122.01
287,85-c-bakery-cafe-san-jose-5,3.5,1183 S De Anza Blvd,      San Jose,37.30,122.03
289,bambu-sunnyvale-2,3.5,189 W Washington Ave,      Sunnyvale,37.38,122.03
292,ocha-tea-café-and-restaurant-mountain-view-2,3.5,1350 Grant Rd,      Mountain View,37.38,122.08
293,bubble-bay-tea-santa-clara,3.5,4300 Great America Pkwy,      Santa Clara,37.39,121.98
294,jazen-tea-san-jose-4,3.5,1089 S De Anza Blvd,      San Jose,37.31,122.03
295,comebuy-tea-and-coffee-santa-clara,3.5,2712 Augustine Dr,      Santa Clara,37.38,121.98
296,music-tunnel-ktv-cafe-san-jose-2,3.5,1132 S De Anza Blvd,      San Jose,37.31,122.03
297,jazen-tea-santa-clara-3,3.5,3147 Mission College Blvd,      Santa Clara,37.39,121.98
307,rice-paper-bistro-livermore,3.5,1548 N Vasco Rd,      Livermore,37.72,121.72
316,t4-palo-alto-2,3.5,165 University Ave,      Palo Alto,37.44,122.16
317,pearl-cafe-mountain-view,3.5,506A Showers Dr,      Mountain View,37.40,122.11
321,teasociety-milpitas,3.5,55 N Milpitas Blvd,      Milpitas,37.43,121.90
322,t4-milpitas,3.5,540 Barber Ln,      Milpitas,37.42,121.92
327,sno-crave-tea-house-milpitas,3.5,1777 N Milpitas Blvd,      Milpitas,37.46,121.91
328,sancha-bar-milpitas,3.5,279 Jacklin Rd,      Milpitas,37.45,121.90
329,chick-and-tea-milpitas-4,3.5,1723 N Milpitas Blvd,      Milpitas,37.46,121.91
330,t4-san-jose,3.5,1671 N Capitol Ave,      San Jose,37.40,121.87
331,queens-cafe-milpitas,3.5,372 Barber Ln,      Milpitas,37.42,121.92
336,85-c-bakery-cafe-milpitas-2,3.5,672 Barber Ln,      Milpitas,37.42,121.92
337,simpletea-milpitas,3.5,1535 Landess Ave,      Milpitas,37.42,121.88
338,bambu-milpitas-7,3.5,89 S Park Victoria Dr,      Milpitas,37.43,121.88
348,pokélove-palo-alto,3.5,855 El Camino Real,      Palo Alto,37.44,122.16
350,tea-time-palo-alto,3.5,542 Ramona St,      Palo Alto,37.44,122.16
352,happy-donuts-palo-alto,3.5,3916 El Camino Real,      Palo Alto,37.42,122.13
353,quickly-sunnyvale-4,3.5,415 N Mary Ave,      Sunnyvale,37.39,122.04
356,coupa-café-palo-alto-3,3.5,538 Ramona St,      Palo Alto,37.44,122.16
357,cream-palo-alto-3,3.5,440 University Ave,      Palo Alto,37.45,122.16
360,coupa-café-lytton-palo-alto,3.5,111 Lytton Ave,      Palo Alto,37.44,122.17
361,green-bakery-and-café-los-altos-11,3.5,692 Fremont Ave,      Los Altos,37.36,122.10
362,wild-berry-yogurt-menlo-park,3.5,325 Sharon Park Dr,      Menlo Park,37.42,122.20
363,the-posh-bagel-los-altos,3.5,310 Main St,      Los Altos,37.38,122.12
364,paris-baguette-palo-alto,3.5,383 University Ave,      Palo Alto,37.45,122.16
366,rojoz-gourmet-wraps-palo-alto-2,3.5,3906 Middlefield Rd,      Palo Alto,37.42,122.11
369,coupa-cafe-green-library-stanford,3.5,571 Escondido Mall,      Stanford,37.43,122.17
370,dohatsuten-palo-alto,3.5,799 San Antonio Rd,      Palo Alto,37.42,122.10
372,nekter-juice-bar-mountain-view,3.5,685 San Antonio Rd,      Mountain View,37.40,122.11
374,koma-sushi-restaurant-menlo-park-3,3.5,211 El Camino Real,      Menlo Park,37.45,122.17
377,hotpot-first-sunnyvale,3.5,1149 N Lawrence Expy,      Sunnyvale,37.40,122.00
378,bean-scene-sunnyvale,3.5,186 S Murphy Ave,      Sunnyvale,37.38,122.03
379,sharetea-santa-clara-7,3.5,2855 Stevens Creek Blvd,      Santa Clara,37.33,121.94
381,honeyberry-santa-clara,3.5,3488 El Camino Real,      Santa Clara,37.35,121.99
384,frozos-frozen-yogurt-santa-clara,3.5,1000 Lafayette St,      Santa Clara,37.35,121.94
385,cool-tea-bar-south-san-francisco-4,3.5,630 El Camino Real,      South San Francisco,37.65,122.43
396,t4-millbrae-10,3.5,315 Broadway,      Millbrae,37.60,122.39
398,boba-dude-half-moon-bay,3.5,80 Cabrillo Hwy N,      Half Moon Bay,37.47,122.44
400,gong-cha-san-mateo-2,3.5,110 S B St,      San Mateo,37.57,122.32
401,bambu-south-san-francisco,3.5,2223 Gellert Blvd,      South San Francisco,37.65,122.45
402,super-cue-cafe-san-mateo-2,3.5,2986 S Norfolk St,      San Mateo,37.54,122.29
405,chatime-san-mateo-2,3.5,165 E 4th Ave,      San Mateo,37.56,122.32
408,chatime-foster-city,3.5,969A Edgewater Blvd,      Foster City,37.54,122.27
409,quickly-san-mateo,3.5,142 E 3rd Ave,      San Mateo,37.56,122.32
413,dessert-republic-san-mateo,3.5,138 Main St,      San Mateo,37.57,122.32
418,quickly-burlingame-2,3.5,1407 Burlingame Ave,      Burlingame,37.58,122.35
427,never-too-latte-san-bruno-2,3.5,486 San Mateo Ave,      San Bruno,37.62,122.41
433,bobo-drinks-fairfield-2,3.5,1305 Gateway Blvd,      Fairfield,38.26,122.05
441,quickly-vallejo-12,3.5,145 Plaza Dr,      Vallejo,38.13,122.22
451,bobaloca-concord-4,3.5,1843 Willow Pass Rd,      Concord,37.97,122.04
452,teabo-café-davis,3.5,2191 Cowell Blvd,      Davis,38.54,121.72
453,lazi-cow-davis,3.5,407 G St,      Davis,38.55,121.74
455,t4-concord-concord,3.5,2151 Salvio St,      Concord,37.98,122.03
456,dragon-snow-el-sobrante,3.5,3550 San Pablo Dam Rd,      El Sobrante,37.96,122.32
457,cj-fusion-fairfield,3.5,201 Travis Blvd,      Fairfield,38.26,122.04
458,gong-cha-davis,3.5,1411 W Covell Blvd,      Davis,38.56,121.77
459,suisun-seafood-center-suisun-city,3.5,303 Lawler Center Dr,      Suisun City,38.24,122.02
460,teaone-davis,3.5,213 E St,      Davis,38.54,121.74
465,sharetea-davis-davis-2,3.5,207 3rd St,      Davis,38.54,121.75
467,pho-lee-hoa-phat-fairfield,3.5,870 E Travis,      Fairfield,38.26,122.02
475,quickly-antioch-2,3.5,212 E 18th St,      Antioch,38.00,121.80
476,pho-lee-hoa-phat-vacaville,3.5,88 Peabody Rd,      Vacaville,38.35,121.98
478,t4-walnut-creek,3.5,1815 Ygnacio Valley Rd,      Walnut Creek,37.92,122.04
479,chalogy-tea-bar-walnut-creek-4,3.5,1349 Locust St,      Walnut Creek,37.90,122.06
480,mr-green-bubble-walnut-creek-2,3.5,1539 Locust St,      Walnut Creek,37.90,122.06
484,t4-and-poke-walnut-creek,3.5,1385C N Main St,      Walnut Creek,37.90,122.06
488,surf-city-squeeze-concord,3.5,282 Sun Valley Mall,      Concord,37.97,122.06
491,i-love-teriyaki-and-sushi-concord-2,3.5,1950 Salvio St,      Concord,37.98,122.04
493,saigon-bistro-concord,3.5,1701 Willow Pass Rd,      Concord,37.97,122.04
494,99-ranch-market-concord-2,3.5,1795 Willow Pass Rd,      Concord,37.97,122.04
495,double-rainbow-cafe-benicia,3.5,560 1st St,      Benicia,38.05,122.16
498,pho-huynh-hiep-5-kevins-noodle-house-concord,3.5,1833 Willow Pass Rd,      Concord,37.98,122.04
499,pho-lee-hoa-phat-pleasant-hill,3.5,508 Contra Costa Blvd,      Pleasant Hill,37.98,122.07
501,smitten-ice-cream-lafayette,3.5,3545 Mt Diablo Blvd,      Lafayette,37.89,122.12
508,surf-city-squeeze-antioch,3.5,2556 Somersville Rd,      Antioch,38.00,121.84
511,yo-sushi-martinez,3.5,1029 Arnold Dr,      Martinez,38.00,122.11
514,saigon-bistro-restaurant-pittsburg,3.5,4285 Century Blvd,      Pittsburg,38.01,121.84
515,pho-lee-hoa-phat-pittsburg-5,3.5,140 E Leland Rd,      Pittsburg,38.01,121.89
517,little-hearty-noodle-moraga-2,3.5,578 Center St,      Moraga,37.86,122.13
518,bubble-loca-richmond,3.5,3288 Pierce St,      Richmond,37.90,122.31
520,tala-coffee-and-tea-el-cerrito-2,3.5,10734 San Pablo Ave,      El Cerrito,37.91,122.31
521,sharetea-san-rafael-3,3.5,967 Grand Ave,      San Rafael,37.97,122.52
522,tpartea-boba-drinks-and-banh-mi-san-rafael-3,3.5,5800 Northgate Dr,      San Rafael,38.00,122.54
523,sunny-day-sweet-house-richmond,3.5,3288 Pierce St,      Richmond,37.90,122.31
527,tay-tah-cafe-albany,3.5,1182 Solano Ave,      Albany,37.89,122.30
528,sweetheart-cafe-berkeley,3.5,2523 Durant Ave,      Berkeley,37.87,122.26
529,teaone-berkeley-berkeley,3.5,2380 Telegraph Ave,      Berkeley,37.87,122.26
535,t4-castro-valley,3.5,18911 Lake Chabot Rd,      Castro Valley,37.71,122.09
539,milkcow-castro-valley,3.5,3223 Castro Valley Blvd,      Castro Valley,37.70,122.08
540,satori-tea-company-saratoga,3.5,14482 Big Basin Way,      Saratoga,37.26,122.03
543,snowflake-san-jose,3.5,4306 Moorpark Ave,      San Jose,37.32,121.98
545,yodo-yogurt-campbell,3.5,2475 S Winchester Blvd,      Campbell,37.28,121.95
548,jovie-coffee-and-pho-campbell,3.5,136 N San Tomas Aquino,      Campbell,37.29,121.98
549,tous-les-jours-santa-clara,3.5,3535 Homestead Rd,      Santa Clara,37.34,121.99
555,yo-sushi-vallejo-2,3.5,114 Robles Way,      Vallejo,38.08,122.21
556,midori-japanese-cuisine-vallejo,3.5,3440 Sonoma Blvd,      Vallejo,38.12,122.25
564,pho-new-saigon-foster-city,3.5,1088 Foster City Blvd,      Foster City,37.55,122.26
567,cooking-papa-restaurant-foster-city,3.5,949A Edgewater Blvd,      Foster City,37.54,122.27
571,myung-dong-tofu-cabin-san-mateo,3.5,2968 S Norfolk St,      San Mateo,37.54,122.28
573,east-14th-bakery-and-cafe-san-leandro-3,3.5,1780 E 14th St,      San Leandro,37.72,122.15
574,tapioca-express-san-leandro,3.5,129 W Joaquin Ave,      San Leandro,37.72,122.16
576,sweethoney-dessert-san-leandro-3,3.5,1423 E 14th St,      San Leandro,37.72,122.15
577,hanoi-chicken-noodle-san-leandro,3.5,13720 Doolittle Dr,      San Leandro,37.70,122.18
580,d-t-dim-sum-and-tea-san-leandro,3.5,1970 Lewelling Blvd,      San Leandro,37.68,122.15
583,quickly-san-lorenzo,3.5,17940 Hesperian Blvd,      San Lorenzo,37.67,122.12
584,tapioca-express-alameda,3.5,2306 Encinal Ave,      Alameda,37.76,122.24
588,pho-an-hoa-san-leandro,3.5,14391 Washington Ave,      San Leandro,37.70,122.14
589,tuttimelon-alameda,3.5,2402 Central Ave,      Alameda,37.76,122.24
592,hot-spot-alameda,3.5,2321 Santa Clara Ave,      Alameda,37.77,122.24
595,pho-anh-ha-san-leandro,3.5,2089 E 14th St,      San Leandro,37.72,122.15
596,craw-station-san-leandro,3.5,15040 Farnsworth St,      San Leandro,37.69,122.15
599,foodnet-supermarket-san-leandro-2,3.5,1960 Lewelling Blvd,      San Leandro,37.68,122.15
20,tata-teahouse-fremont-2,3.0,39230 Argonaut Way,      Fremont,37.54,121.99
22,sno-crave-tea-house-fremont,3.0,43773 Boscell Rd,      Fremont,37.50,121.97
31,t4-fremont-3,3.0,36400 Fremont Blvd,      Fremont,37.56,122.02
107,t4-oakland,3.0,1068 Webster St,      Oakland,37.80,122.27
125,u-tea-cafe-oakland,3.0,1728 A Franklin St,      Oakland,37.81,122.27
185,napa-noodles-napa,3.0,1124 1st St,      Napa,38.30,122.29
207,tea-breeze-pleasanton,3.0,4275 Rosewood Dr,      Pleasanton,37.70,121.87
222,berry-delight-pleasanton,3.0,1008 Stoneridge Mall Rd,      Pleasanton,37.69,121.93
224,tutti-frutti-frozen-yogurt-dublin,3.0,4930 Dublin Blvd,      Dublin,37.70,121.89
229,pho-saigon-city-pleasanton,3.0,4275 Rosewood Dr,      Pleasanton,37.70,121.87
232,osaka-ramen-dublin,3.0,4288 Dublin Blvd,      Dublin,37.71,121.88
235,halu-shabu-shabu-dublin,3.0,4288 Dublin Blvd,      Dublin,37.70,121.88
246,q-cup-fremont,3.0,39129 Fremont Blvd,      Fremont,37.55,121.99
268,meet-fresh-cupertino,3.0,19449 Stevens Creek Blvd,      Cupertino,37.32,122.01
277,tea-chansii-cupertino,3.0,19449 Stevens Creek Blvd,      Cupertino,37.32,122.01
299,quickly-cupertino,3.0,21265 Stevens Creek Blvd,      Cupertino,37.32,122.05
305,t4-san-ramon-3,3.0,11020 Bollinger Canyon Rd,      San Ramon,37.77,121.92
315,jazen-tea-mountain-view-3,3.0,220 Castro St,      Mountain View,37.39,122.08
318,tapioca-express-mountain-view,3.0,740 Villa St,      Mountain View,37.39,122.08
334,black-pearl-san-jose-2,3.0,1055 E Brokaw Rd,      San Jose,37.38,121.90
339,fantasia-coffee-and-tea-santa-clara,3.0,3969 Rivermark Plz,      Santa Clara,37.40,121.95
355,quickly-redwood-city,3.0,300 Walnut St,      Redwood City,37.49,122.22
410,fresh-nation-desserts-san-mateo-2,3.0,30 E 3rd Ave,      San Mateo,37.56,122.33
420,quickly-foster-city-3,3.0,969k Edgewater Blvd,      Foster City,37.54,122.27
423,boiling-point-san-mateo,3.0,111 E 4th Ave,      San Mateo,37.56,122.32
430,sweet-indulgence-millbrae-3,3.0,298 Broadway,      Millbrae,37.60,122.39
434,t4-tea-for-u-fairfield,3.0,2700 N Texas St,      Fairfield,38.28,122.03
445,tapioca-express-vallejo,3.0,3720 Sonoma Blvd,      Vallejo,38.13,122.26
469,noodle-house-fairfield-2,3.0,1305 Gateway Blvd,      Fairfield,38.26,122.05
470,sisig-suisun-city-3,3.0,303 Lawler Center Dr,      Suisun City,38.24,122.02
473,vampire-penguin-brentwood-2,3.0,2545 Sand Creek Rd,      Brentwood,37.95,121.74
482,quickly-concord-5,3.0,4115 Concord Blvd,      Concord,37.98,121.99
497,jollibee-concord,3.0,2030 Diamond Blvd,      Concord,37.97,122.06
513,pho-hoa-an-pleasant-hill,3.0,1617 Contra Costa Blvd,      Pleasant Hill,37.95,122.06
526,quickly-el-cerrito,3.0,3080 El Cerrito Plz,      El Cerrito,37.90,122.30
531,quickly-san-rafael,3.0,1128 4th St,      San Rafael,37.97,122.53
547,bar-code-santa-clara,3.0,2855 Stevens Crk Blvd,      Santa Clara,37.33,121.95
553,sunshine-bakery-vallejo-3,3.0,3570 Sonoma Blvd,      Vallejo,38.12,122.25
554,original-red-onion-vallejo-2,3.0,1321 Springs Rd,      Vallejo,38.11,122.23
557,pho-lee-hoa-phat-vallejo-2,3.0,102 Springstowne Ctr,      Vallejo,38.10,122.22
559,pho-lee-hoa-phat-2-vallejo-3,3.0,3495 Sonoma Blvd,      Vallejo,38.12,122.26
560,chowking-vallejo,3.0,3495 Sonoma Blvd,      Vallejo,38.12,122.26
566,marina-food-san-mateo,3.0,2992 S Norfolk St,      San Mateo,37.54,122.28
568,sheng-kee-bakery-san-mateo-2,3.0,2964 S Norfolk St,      San Mateo,37.55,122.28
570,pho-little-saigon-san-mateo,3.0,2978 S Norfolk St,      San Mateo,37.54,122.28
572,bagel-street-cafe-redwood-city,3.0,254 Redwood Shores Pkwy,      Redwood City,37.52,122.25
586,quickly-castro-valley,3.0,20893 Redwood Rd,      Castro Valley,37.69,122.07
602,alohana-hawaiian-grill-san-leandro,3.0,15555 E 14th St,      San Leandro,37.70,122.13
131,sancha-bar-oakland-3,2.5,251 9th St,      Oakland,37.80,122.27
187,quickly-american-canyon-3,2.5,410 Napa Junction Rd,      American Canyon,38.18,122.25
189,over-the-top-shop-frozen-yogurt-american-canyon,2.5,5075 Main St,      American Canyon,38.18,122.25
206,letea-pleasanton-2,2.5,4299 Rosewood Dr,      Pleasanton,37.70,121.87
212,quickly-dublin,2.5,4288 Dublin Blvd,      Dublin,37.71,121.88
228,berry-and-berry-yogurt-livermore,2.5,2774 Livermore Outlets Dr,      Livermore,37.70,121.84
341,quickly-milpitas-2,2.5,1350 S Park Victoria Dr,      Milpitas,37.42,121.87
375,the-axe-and-palm-stanford,2.5,Old Union Stanford University,      Stanford,37.43,122.17
380,jazen-tea-santa-clara-santa-clara,2.5,3484 El Camino Real,      Santa Clara,37.35,121.99
383,youji-fresh-rolls-wine-and-tea-santa-clara,2.5,2855 Stevens Creek Blvd,      Santa Clara,37.33,121.94
437,quickly-fairfield-3,2.5,1350 Travis Blvd,      Fairfield,38.26,122.05
443,quickly-vacaville,2.5,1667 E Monte Vista Ave,      Vacaville,38.37,121.96
483,quickly-concord,2.5,1657 Willow Pass Rd,      Concord,37.97,122.04
536,quickly-hayward,2.5,25034 Hesperian Blvd,      Hayward,37.64,122.10
546,caffé-central-santa-clara,2.5,2855 Stevens Creek Blvd,      Santa Clara,37.33,121.94
575,quickly-san-leandro,2.5,15251 Hesperian Blvd,      San Leandro,37.70,122.13
585,leisure-cafe-san-leandro-2,2.5,1443 E 14th St,      San Leandro,37.72,122.15
371,panda-express-mountain-view-2,2.0,1035 El Monte Ave,      Mountain View,37.39,122.10
530,quickly-kobe-bento-richmond-2,2.0,3288 Pierce St,      Richmond,37.90,122.31
578,loving-tea-san-leandro,2.0,1338 Fairmont Dr,      San Leandro,37.70,122.13
587,china-kitchen-express-san-leandro,2.0,13780 E 14th St,      San Leandro,37.72,122.14
